rhor,xne,xni,xte,xti,xer,fz1,fracz,exlti,exlte,vpolC,vtorC,exlni,q,zbar2
0.00E+00,4.77E+19,4.60E+19,1.62E+03,1.61E+03,7.65E+02,1.89E+18,0.025,-271.64572,-438.51457,0.00E+00,2.22E+04,-195.74811,2.67E-01,6
5.00E-03,4.77E+19,4.60E+19,1.62E+03,1.61E+03,7.99E+02,1.89E+18,0.025,15.939862,26.571973,-1.60E-03,2.22E+04,23.010168,2.67E-01,6
1.00E-02,4.77E+19,4.60E+19,1.62E+03,1.61E+03,8.41E+02,1.89E+18,0.025,5.8699188,9.7703758,-1.28E-02,2.22E+04,7.3888359,2.67E-01,6
1.50E-02,4.77E+19,4.59E+19,1.62E+03,1.61E+03,8.90E+02,1.89E+18,0.025,3.3229239,5.5259058,-4.33E-02,2.22E+04,4.0439892,2.68E-01,6
2.00E-02,4.76E+19,4.59E+19,1.62E+03,1.60E+03,9.41E+02,1.89E+18,0.025,2.2468772,3.7346067,-1.03E-01,2.22E+04,2.7051952,2.70E-01,6
2.50E-02,4.76E+19,4.58E+19,1.62E+03,1.60E+03,9.95E+02,1.89E+18,0.025,1.6738838,2.7800982,-2.00E-01,2.22E+04,2.0122662,2.73E-01,6
3.00E-02,4.75E+19,4.58E+19,1.61E+03,1.60E+03,1.05E+03,1.89E+18,0.025,1.3294575,2.2061369,-3.46E-01,2.22E+04,1.6029979,2.77E-01,6
3.50E-02,4.75E+19,4.57E+19,1.61E+03,1.59E+03,1.11E+03,1.88E+18,0.025,1.1025594,1.8283154,-5.49E-01,2.22E+04,1.3380346,2.82E-01,6
4.00E-02,4.74E+19,4.56E+19,1.61E+03,1.59E+03,1.17E+03,1.88E+18,0.025,0.94538933,1.5669059,-8.20E-01,2.22E+04,1.1565472,2.88E-01,6
4.50E-02,4.73E+19,4.55E+19,1.61E+03,1.59E+03,1.23E+03,1.88E+18,0.025,0.83194447,1.378035,-1.17E+00,2.22E+04,1.027783,2.94E-01,6
5.00E-02,4.72E+19,4.54E+19,1.60E+03,1.58E+03,1.30E+03,1.87E+18,0.025,0.74802542,1.2382754,-1.60E+00,2.22E+04,0.93422472,3.00E-01,6
5.50E-02,4.71E+19,4.53E+19,1.60E+03,1.58E+03,1.37E+03,1.87E+18,0.025,0.68482643,1.1329774,-2.13E+00,2.22E+04,0.86557257,3.06E-01,6
6.00E-02,4.70E+19,4.51E+19,1.60E+03,1.57E+03,1.45E+03,1.87E+18,0.025,0.63747793,1.0540974,-2.77E+00,2.22E+04,0.81633043,3.12E-01,6
6.50E-02,4.69E+19,4.50E+19,1.59E+03,1.56E+03,1.54E+03,1.86E+18,0.025,0.60182399,0.99454047,-3.52E+00,2.22E+04,0.78154421,3.17E-01,6
7.00E-02,4.68E+19,4.48E+19,1.59E+03,1.56E+03,1.63E+03,1.86E+18,0.025,0.57603675,0.95138242,-4.40E+00,2.22E+04,0.75914979,3.22E-01,6
7.50E-02,4.67E+19,4.47E+19,1.59E+03,1.55E+03,1.73E+03,1.85E+18,0.025,0.5587495,0.92230838,-5.41E+00,2.23E+04,0.74828064,3.27E-01,6
8.00E-02,4.66E+19,4.45E+19,1.58E+03,1.54E+03,1.85E+03,1.85E+18,0.025,0.54890889,0.90569162,-6.56E+00,2.23E+04,0.7475009,3.32E-01,6
8.50E-02,4.64E+19,4.44E+19,1.58E+03,1.54E+03,1.98E+03,1.84E+18,0.025,0.54591835,0.90024452,-7.87E+00,2.23E+04,0.75488204,3.37E-01,6
9.00E-02,4.63E+19,4.42E+19,1.57E+03,1.53E+03,2.12E+03,1.84E+18,0.025,0.54918277,0.90511255,-9.34E+00,2.23E+04,0.76837641,3.42E-01,6
9.50E-02,4.61E+19,4.40E+19,1.57E+03,1.52E+03,2.27E+03,1.83E+18,0.025,0.55804425,0.91911649,-1.10E+01,2.23E+04,0.78740019,3.47E-01,6
1.00E-01,4.60E+19,4.38E+19,1.56E+03,1.51E+03,2.44E+03,1.83E+18,0.025,0.56999612,0.93831221,-1.28E+01,2.23E+04,0.8090086,3.51E-01,6
1.05E-01,4.58E+19,4.36E+19,1.55E+03,1.50E+03,2.61E+03,1.82E+18,0.025,0.58034658,0.95469987,-1.48E+01,2.23E+04,0.82615161,3.56E-01,6
1.10E-01,4.56E+19,4.35E+19,1.55E+03,1.49E+03,2.75E+03,1.82E+18,0.025,0.57664835,0.94796831,-1.71E+01,2.23E+04,0.82188314,3.61E-01,6
1.15E-01,4.55E+19,4.33E+19,1.54E+03,1.48E+03,2.90E+03,1.81E+18,0.025,0.54732865,0.89910227,-1.95E+01,2.23E+04,0.7815963,3.66E-01,6
1.20E-01,4.53E+19,4.30E+19,1.54E+03,1.47E+03,3.02E+03,1.80E+18,0.025,0.50588584,0.83031091,-2.21E+01,2.23E+04,0.72402108,3.70E-01,6
1.25E-01,4.51E+19,4.28E+19,1.53E+03,1.46E+03,3.12E+03,1.79E+18,0.025,0.46793413,0.76739515,-2.50E+01,2.23E+04,0.67172223,3.75E-01,6
1.30E-01,4.49E+19,4.26E+19,1.52E+03,1.45E+03,3.21E+03,1.79E+18,0.025,0.44161743,0.7235433,-2.82E+01,2.23E+04,0.63619244,3.80E-01,6
1.35E-01,4.47E+19,4.24E+19,1.52E+03,1.44E+03,3.30E+03,1.78E+18,0.025,0.42212397,0.69087717,-3.15E+01,2.23E+04,0.61077416,3.85E-01,6
1.40E-01,4.46E+19,4.22E+19,1.51E+03,1.43E+03,3.41E+03,1.77E+18,0.025,0.40960222,0.66968742,-3.52E+01,2.23E+04,0.59640503,3.90E-01,6
1.45E-01,4.44E+19,4.19E+19,1.50E+03,1.42E+03,3.52E+03,1.77E+18,0.025,0.40319347,0.6584652,-3.91E+01,2.23E+04,0.5918029,3.95E-01,6
1.50E-01,4.42E+19,4.17E+19,1.49E+03,1.40E+03,3.64E+03,1.76E+18,0.025,0.39815593,0.6494152,-4.33E+01,2.23E+04,0.590047,4.00E-01,6
1.55E-01,4.40E+19,4.15E+19,1.49E+03,1.39E+03,3.75E+03,1.75E+18,0.025,0.3924087,0.63913626,-4.77E+01,2.23E+04,0.58817649,4.05E-01,6
1.60E-01,4.37E+19,4.12E+19,1.48E+03,1.38E+03,3.87E+03,1.74E+18,0.025,0.38488743,0.62593953,-5.25E+01,2.23E+04,0.58365494,4.11E-01,6
1.65E-01,4.35E+19,4.10E+19,1.47E+03,1.37E+03,3.98E+03,1.73E+18,0.025,0.37544182,0.60956633,-5.76E+01,2.24E+04,0.57602715,4.16E-01,6
1.70E-01,4.33E+19,4.07E+19,1.46E+03,1.36E+03,4.09E+03,1.72E+18,0.025,0.36491862,0.59140814,-6.30E+01,2.24E+04,0.56647193,4.21E-01,6
1.75E-01,4.31E+19,4.05E+19,1.45E+03,1.34E+03,4.20E+03,1.72E+18,0.025,0.35560322,0.57517849,-6.87E+01,2.24E+04,0.55856413,4.26E-01,6
1.80E-01,4.29E+19,4.03E+19,1.44E+03,1.33E+03,4.30E+03,1.71E+18,0.025,0.3476555,0.5611688,-7.47E+01,2.24E+04,0.55240768,4.32E-01,6
1.85E-01,4.27E+19,4.00E+19,1.44E+03,1.32E+03,4.40E+03,1.70E+18,0.025,0.34090626,0.54902706,-8.11E+01,2.24E+04,0.54754108,4.37E-01,6
1.90E-01,4.25E+19,3.98E+19,1.43E+03,1.31E+03,4.50E+03,1.69E+18,0.025,0.33504105,0.53825876,-8.79E+01,2.24E+04,0.54359001,4.43E-01,6
1.95E-01,4.22E+19,3.95E+19,1.42E+03,1.29E+03,4.60E+03,1.68E+18,0.025,0.32931677,0.52763132,-9.50E+01,2.24E+04,0.53937501,4.48E-01,6
2.00E-01,4.20E+19,3.93E+19,1.41E+03,1.28E+03,4.70E+03,1.67E+18,0.025,0.32391548,0.51745423,-1.03E+02,2.24E+04,0.53525645,4.54E-01,6
2.05E-01,4.18E+19,3.90E+19,1.40E+03,1.27E+03,4.80E+03,1.66E+18,0.025,0.31846234,0.50715001,-1.10E+02,2.25E+04,0.5306232,4.60E-01,6
2.10E-01,4.16E+19,3.88E+19,1.39E+03,1.25E+03,4.89E+03,1.65E+18,0.025,0.31323141,0.49713721,-1.19E+02,2.25E+04,0.5259341,4.65E-01,6
2.15E-01,4.13E+19,3.86E+19,1.38E+03,1.24E+03,4.99E+03,1.64E+18,0.025,0.30844697,0.4877616,-1.27E+02,2.25E+04,0.52158844,4.71E-01,6
2.20E-01,4.11E+19,3.83E+19,1.37E+03,1.23E+03,5.08E+03,1.63E+18,0.025,0.30399731,0.47885047,-1.36E+02,2.25E+04,0.51755059,4.77E-01,6
2.25E-01,4.09E+19,3.81E+19,1.36E+03,1.21E+03,5.18E+03,1.62E+18,0.025,0.29983708,0.47028358,-1.46E+02,2.25E+04,0.51391661,4.83E-01,6
2.30E-01,4.06E+19,3.78E+19,1.35E+03,1.20E+03,5.27E+03,1.61E+18,0.025,0.29607758,0.46225921,-1.56E+02,2.25E+04,0.51080841,4.90E-01,6
2.35E-01,4.04E+19,3.76E+19,1.34E+03,1.19E+03,5.36E+03,1.60E+18,0.025,0.29256672,0.4545264,-1.66E+02,2.26E+04,0.5079571,4.96E-01,6
2.40E-01,4.02E+19,3.73E+19,1.33E+03,1.17E+03,5.44E+03,1.59E+18,0.025,0.28924194,0.44697457,-1.77E+02,2.26E+04,0.50523835,5.02E-01,6
2.45E-01,3.99E+19,3.71E+19,1.32E+03,1.16E+03,5.53E+03,1.58E+18,0.025,0.28620094,0.43972268,-1.88E+02,2.26E+04,0.5026502,5.08E-01,6
2.50E-01,3.97E+19,3.68E+19,1.31E+03,1.15E+03,5.61E+03,1.57E+18,0.025,0.28334045,0.43268382,-2.00E+02,2.26E+04,0.50022888,5.15E-01,6
2.55E-01,3.95E+19,3.66E+19,1.30E+03,1.13E+03,5.69E+03,1.56E+18,0.025,0.28076252,0.42590129,-2.13E+02,2.27E+04,0.49794424,5.22E-01,6
2.60E-01,3.93E+19,3.63E+19,1.29E+03,1.12E+03,5.77E+03,1.55E+18,0.025,0.27842969,0.41936331,-2.25E+02,2.27E+04,0.4958975,5.28E-01,6
2.65E-01,3.90E+19,3.61E+19,1.28E+03,1.11E+03,5.85E+03,1.54E+18,0.025,0.27636853,0.413096,-2.38E+02,2.27E+04,0.49423105,5.35E-01,6
2.70E-01,3.88E+19,3.59E+19,1.27E+03,1.09E+03,5.92E+03,1.53E+18,0.025,0.27451706,0.40697909,-2.52E+02,2.27E+04,0.4927192,5.42E-01,6
2.75E-01,3.86E+19,3.56E+19,1.26E+03,1.08E+03,5.99E+03,1.52E+18,0.025,0.27299365,0.40116484,-2.67E+02,2.28E+04,0.49163136,5.49E-01,6
2.80E-01,3.83E+19,3.54E+19,1.25E+03,1.07E+03,6.06E+03,1.51E+18,0.025,0.27171284,0.39553577,-2.81E+02,2.28E+04,0.49098587,5.56E-01,6
2.85E-01,3.81E+19,3.51E+19,1.24E+03,1.05E+03,6.13E+03,1.50E+18,0.025,0.27062854,0.3899974,-2.97E+02,2.28E+04,0.490603,5.63E-01,6
2.90E-01,3.79E+19,3.49E+19,1.23E+03,1.04E+03,6.20E+03,1.49E+18,0.025,0.26988319,0.38471657,-3.13E+02,2.29E+04,0.49079993,5.70E-01,6
2.95E-01,3.76E+19,3.47E+19,1.22E+03,1.03E+03,6.27E+03,1.48E+18,0.025,0.26933461,0.37947965,-3.29E+02,2.29E+04,0.4912889,5.78E-01,6
3.00E-01,3.74E+19,3.44E+19,1.21E+03,1.01E+03,6.34E+03,1.47E+18,0.025,0.26913482,0.37449626,-3.46E+02,2.29E+04,0.49232239,5.85E-01,6
3.05E-01,3.72E+19,3.42E+19,1.20E+03,1.00E+03,6.40E+03,1.46E+18,0.025,0.26913726,0.36950164,-3.64E+02,2.30E+04,0.49362451,5.93E-01,6
3.10E-01,3.70E+19,3.40E+19,1.19E+03,9.90E+02,6.47E+03,1.45E+18,0.025,0.2695353,0.36475314,-3.82E+02,2.30E+04,0.49554124,6.00E-01,6
3.15E-01,3.67E+19,3.38E+19,1.18E+03,9.78E+02,6.53E+03,1.44E+18,0.025,0.27025539,0.36013696,-4.01E+02,2.30E+04,0.4980824,6.08E-01,6
3.20E-01,3.65E+19,3.35E+19,1.17E+03,9.66E+02,6.59E+03,1.43E+18,0.025,0.27127635,0.35556021,-4.20E+02,2.31E+04,0.50116915,6.16E-01,6
3.25E-01,3.63E+19,3.33E+19,1.15E+03,9.54E+02,6.65E+03,1.42E+18,0.025,0.27270719,0.35114841,-4.40E+02,2.31E+04,0.50504738,6.24E-01,6
3.30E-01,3.61E+19,3.31E+19,1.14E+03,9.43E+02,6.70E+03,1.40E+18,0.025,0.27451834,0.34681566,-4.61E+02,2.31E+04,0.50960559,6.32E-01,6
3.35E-01,3.59E+19,3.29E+19,1.13E+03,9.32E+02,6.75E+03,1.39E+18,0.025,0.27678785,0.34260834,-4.82E+02,2.32E+04,0.51501191,6.40E-01,6
3.40E-01,3.56E+19,3.27E+19,1.12E+03,9.21E+02,6.80E+03,1.38E+18,0.025,0.27966669,0.33864581,-5.04E+02,2.32E+04,0.52149099,6.49E-01,6
3.45E-01,3.54E+19,3.25E+19,1.11E+03,9.10E+02,6.85E+03,1.37E+18,0.025,0.28303546,0.33472047,-5.26E+02,2.33E+04,0.52891147,6.57E-01,6
3.50E-01,3.52E+19,3.23E+19,1.10E+03,9.00E+02,6.90E+03,1.36E+18,0.025,0.28692293,0.3308142,-5.49E+02,2.33E+04,0.53737921,6.66E-01,6
3.55E-01,3.50E+19,3.21E+19,1.09E+03,8.90E+02,6.95E+03,1.35E+18,0.025,0.29139924,0.32692268,-5.73E+02,2.34E+04,0.54728687,6.75E-01,6
3.60E-01,3.48E+19,3.19E+19,1.08E+03,8.80E+02,6.99E+03,1.34E+18,0.025,0.29667741,0.32318966,-5.98E+02,2.34E+04,0.55922604,6.83E-01,6
3.65E-01,3.46E+19,3.17E+19,1.07E+03,8.70E+02,7.04E+03,1.34E+18,0.025,0.30287063,0.31963094,-6.23E+02,2.35E+04,0.57334286,6.92E-01,6
3.70E-01,3.44E+19,3.15E+19,1.06E+03,8.61E+02,7.08E+03,1.33E+18,0.025,0.3099117,0.31605813,-6.49E+02,2.35E+04,0.58959222,7.01E-01,6
3.75E-01,3.42E+19,3.14E+19,1.05E+03,8.52E+02,7.11E+03,1.32E+18,0.025,0.31804889,0.31256716,-6.76E+02,2.36E+04,0.60791969,7.11E-01,6
3.80E-01,3.40E+19,3.12E+19,1.03E+03,8.44E+02,7.13E+03,1.31E+18,0.025,0.32745615,0.3091601,-7.03E+02,2.36E+04,0.62863135,7.20E-01,6
3.85E-01,3.38E+19,3.10E+19,1.02E+03,8.35E+02,7.15E+03,1.30E+18,0.025,0.33833104,0.30582339,-7.31E+02,2.37E+04,0.65189099,7.29E-01,6
3.90E-01,3.36E+19,3.09E+19,1.01E+03,8.28E+02,7.17E+03,1.29E+18,0.025,0.35054767,0.30255983,-7.60E+02,2.37E+04,0.67832875,7.39E-01,6
3.95E-01,3.34E+19,3.07E+19,1.00E+03,8.20E+02,7.19E+03,1.28E+18,0.025,0.36325592,0.29938543,-7.90E+02,2.38E+04,0.70846272,7.48E-01,6
4.00E-01,3.32E+19,3.06E+19,9.92E+02,8.13E+02,7.20E+03,1.27E+18,0.025,0.37621295,0.29621168,-8.20E+02,2.39E+04,0.74015164,7.58E-01,6
4.05E-01,3.30E+19,3.05E+19,9.81E+02,8.06E+02,7.22E+03,1.26E+18,0.025,0.38954821,0.29319825,-8.51E+02,2.39E+04,0.77288342,7.68E-01,6
4.10E-01,3.28E+19,3.03E+19,9.70E+02,8.00E+02,7.23E+03,1.25E+18,0.025,0.4029479,0.29014876,-8.83E+02,2.40E+04,0.80600619,7.78E-01,6
4.15E-01,3.27E+19,3.02E+19,9.59E+02,7.93E+02,7.24E+03,1.24E+18,0.025,0.41639185,0.28717029,-9.16E+02,2.40E+04,0.83945626,7.88E-01,6
4.20E-01,3.25E+19,3.01E+19,9.48E+02,7.87E+02,7.25E+03,1.24E+18,0.025,0.4297967,0.28428266,-9.49E+02,2.41E+04,0.87280488,7.98E-01,6
4.25E-01,3.23E+19,3.00E+19,9.38E+02,7.82E+02,7.26E+03,1.23E+18,0.025,0.44275847,0.28134638,-9.84E+02,2.42E+04,0.90539509,8.09E-01,6
4.30E-01,3.21E+19,2.99E+19,9.27E+02,7.76E+02,7.27E+03,1.22E+18,0.025,0.45554379,0.2786184,-1.02E+03,2.42E+04,0.9375689,8.19E-01,6
4.35E-01,3.19E+19,2.98E+19,9.16E+02,7.71E+02,7.27E+03,1.21E+18,0.025,0.46746695,0.27582882,-1.05E+03,2.43E+04,0.96907496,8.30E-01,6
4.40E-01,3.18E+19,2.97E+19,9.06E+02,7.65E+02,7.27E+03,1.20E+18,0.025,0.47852981,0.27309785,-1.09E+03,2.44E+04,0.9997431,8.40E-01,6
4.45E-01,3.16E+19,2.96E+19,8.95E+02,7.60E+02,7.27E+03,1.20E+18,0.025,0.48854449,0.27046737,-1.13E+03,2.45E+04,1.0294538,8.51E-01,6
4.50E-01,3.14E+19,2.95E+19,8.85E+02,7.56E+02,7.27E+03,1.19E+18,0.025,0.49705049,0.26779989,-1.17E+03,2.45E+04,1.0569432,8.62E-01,6
4.55E-01,3.13E+19,2.94E+19,8.74E+02,7.51E+02,7.26E+03,1.18E+18,0.025,0.50405306,0.26521071,-1.21E+03,2.46E+04,1.0823802,8.73E-01,6
4.60E-01,3.11E+19,2.93E+19,8.64E+02,7.46E+02,7.26E+03,1.17E+18,0.025,0.50928551,0.26270712,-1.25E+03,2.47E+04,1.1054397,8.84E-01,6
4.65E-01,3.10E+19,2.93E+19,8.53E+02,7.42E+02,7.25E+03,1.17E+18,0.025,0.51240724,0.26014845,-1.29E+03,2.48E+04,1.1248487,8.95E-01,6
4.70E-01,3.08E+19,2.92E+19,8.43E+02,7.37E+02,7.24E+03,1.16E+18,0.025,0.51340359,0.25766696,-1.33E+03,2.49E+04,1.140589,9.07E-01,6
4.75E-01,3.07E+19,2.91E+19,8.33E+02,7.32E+02,7.23E+03,1.16E+18,0.025,0.51233429,0.25528241,-1.37E+03,2.49E+04,1.1541585,9.18E-01,6
4.80E-01,3.05E+19,2.90E+19,8.23E+02,7.28E+02,7.22E+03,1.15E+18,0.025,0.50884056,0.25288316,-1.42E+03,2.50E+04,1.164786,9.30E-01,6
4.85E-01,3.04E+19,2.89E+19,8.13E+02,7.23E+02,7.21E+03,1.14E+18,0.025,0.50313103,0.25051884,-1.46E+03,2.51E+04,1.1724286,9.42E-01,6
4.90E-01,3.02E+19,2.89E+19,8.02E+02,7.19E+02,7.19E+03,1.14E+18,0.025,0.49516359,0.24817622,-1.51E+03,2.52E+04,1.1770784,9.53E-01,6
4.95E-01,3.01E+19,2.88E+19,7.92E+02,7.14E+02,7.18E+03,1.13E+18,0.025,0.48529193,0.24589776,-1.55E+03,2.53E+04,1.1787512,9.65E-01,6
