rhor,xne,xni,xte,xti,xer,fz1,fracz,exlti,exlte,vpolC,vtorC,exlni,q,zbar2
5.00E-01,2.99E+19,2.87E+19,7.82E+02,7.10E+02,7.16E+03,1.13E+18,0.025,0.47353649,0.24365532,-1.60E+03,2.54E+04,1.177054,9.78E-01,6
5.05E-01,2.98E+19,2.86E+19,7.72E+02,7.05E+02,7.14E+03,1.12E+18,0.025,0.46011031,0.24140732,-1.65E+03,2.55E+04,1.1718554,9.90E-01,6
5.10E-01,2.97E+19,2.86E+19,7.63E+02,7.00E+02,7.11E+03,1.12E+18,0.025,0.44533297,0.23924127,-1.70E+03,2.56E+04,1.1637926,1.00E+00,6
5.15E-01,2.95E+19,2.85E+19,7.53E+02,6.95E+02,7.09E+03,1.11E+18,0.025,0.42924199,0.23698581,-1.75E+03,2.57E+04,1.1518863,1.02E+00,6
5.20E-01,2.94E+19,2.84E+19,7.43E+02,6.90E+02,7.07E+03,1.11E+18,0.025,0.41258231,0.23493333,-1.80E+03,2.58E+04,1.1391479,1.03E+00,6
5.25E-01,2.93E+19,2.83E+19,7.33E+02,6.85E+02,7.04E+03,1.11E+18,0.025,0.39505398,0.23278067,-1.85E+03,2.59E+04,1.1236649,1.04E+00,6
5.30E-01,2.91E+19,2.83E+19,7.24E+02,6.80E+02,7.01E+03,1.10E+18,0.025,0.37725294,0.2307088,-1.91E+03,2.60E+04,1.1069503,1.05E+00,6
5.35E-01,2.90E+19,2.82E+19,7.14E+02,6.74E+02,6.98E+03,1.10E+18,0.025,0.35934466,0.2286469,-1.96E+03,2.61E+04,1.0887554,1.07E+00,6
5.40E-01,2.89E+19,2.81E+19,7.05E+02,6.68E+02,6.94E+03,1.10E+18,0.025,0.34270981,0.22656516,-2.02E+03,2.62E+04,1.0686239,1.08E+00,6
5.45E-01,2.88E+19,2.80E+19,6.95E+02,6.62E+02,6.87E+03,1.10E+18,0.025,0.32771727,0.22457946,-2.07E+03,2.63E+04,1.0478622,1.09E+00,6
5.50E-01,2.87E+19,2.79E+19,6.86E+02,6.56E+02,6.81E+03,1.09E+18,0.025,0.31399885,0.22255279,-2.13E+03,2.64E+04,1.025709,1.11E+00,6
5.55E-01,2.86E+19,2.79E+19,6.77E+02,6.50E+02,6.74E+03,1.09E+18,0.025,0.30146262,0.22056819,-2.19E+03,2.65E+04,1.0027519,1.12E+00,6
5.60E-01,2.84E+19,2.78E+19,6.68E+02,6.43E+02,6.68E+03,1.09E+18,0.025,0.2899532,0.21859334,-2.24E+03,2.66E+04,0.98086387,1.14E+00,6
5.65E-01,2.83E+19,2.77E+19,6.59E+02,6.37E+02,6.61E+03,1.09E+18,0.025,0.27934998,0.21663044,-2.30E+03,2.68E+04,0.95954442,1.15E+00,6
5.70E-01,2.82E+19,2.76E+19,6.50E+02,6.30E+02,6.55E+03,1.09E+18,0.025,0.26961759,0.21472939,-2.35E+03,2.68E+04,0.93953729,1.16E+00,6
5.75E-01,2.81E+19,2.75E+19,6.41E+02,6.23E+02,6.49E+03,1.09E+18,0.025,0.26055524,0.21281202,-2.40E+03,2.69E+04,0.92040116,1.18E+00,6
5.80E-01,2.80E+19,2.74E+19,6.32E+02,6.16E+02,6.43E+03,1.09E+18,0.025,0.25216484,0.21091228,-2.45E+03,2.70E+04,0.90184093,1.19E+00,6
5.85E-01,2.79E+19,2.73E+19,6.23E+02,6.08E+02,6.37E+03,1.09E+18,0.025,0.24430975,0.20899575,-2.50E+03,2.71E+04,0.88409156,1.21E+00,6
5.90E-01,2.78E+19,2.72E+19,6.14E+02,6.01E+02,6.32E+03,1.09E+18,0.025,0.23705609,0.20716034,-2.55E+03,2.72E+04,0.86730242,1.23E+00,6
5.95E-01,2.77E+19,2.72E+19,6.06E+02,5.93E+02,6.27E+03,1.09E+18,0.025,0.23024572,0.20529276,-2.59E+03,2.72E+04,0.8506971,1.24E+00,6
6.00E-01,2.76E+19,2.71E+19,5.97E+02,5.86E+02,6.22E+03,1.09E+18,0.025,0.2239027,0.20344996,-2.63E+03,2.73E+04,0.8343364,1.26E+00,6
6.05E-01,2.75E+19,2.70E+19,5.89E+02,5.78E+02,6.18E+03,1.09E+18,0.025,0.21795043,0.20161051,-2.67E+03,2.73E+04,0.81808776,1.27E+00,6
6.10E-01,2.74E+19,2.69E+19,5.80E+02,5.71E+02,6.17E+03,1.10E+18,0.025,0.21236554,0.19975833,-2.71E+03,2.73E+04,0.80201542,1.29E+00,6
6.15E-01,2.73E+19,2.68E+19,5.72E+02,5.63E+02,6.18E+03,1.10E+18,0.025,0.20708098,0.19786372,-2.74E+03,2.73E+04,0.78595072,1.31E+00,6
6.20E-01,2.72E+19,2.67E+19,5.64E+02,5.55E+02,6.18E+03,1.10E+18,0.025,0.20216167,0.19601007,-2.76E+03,2.73E+04,0.7702834,1.33E+00,6
6.25E-01,2.71E+19,2.66E+19,5.55E+02,5.47E+02,6.17E+03,1.10E+18,0.025,0.19758692,0.19418974,-2.78E+03,2.73E+04,0.75486612,1.34E+00,6
6.30E-01,2.70E+19,2.65E+19,5.47E+02,5.39E+02,6.12E+03,1.11E+18,0.025,0.19331002,0.19237542,-2.80E+03,2.73E+04,0.7398386,1.36E+00,6
6.35E-01,2.69E+19,2.64E+19,5.39E+02,5.31E+02,6.05E+03,1.11E+18,0.025,0.18926856,0.19052064,-2.81E+03,2.72E+04,0.7247048,1.38E+00,6
6.40E-01,2.68E+19,2.63E+19,5.31E+02,5.23E+02,5.96E+03,1.12E+18,0.025,0.18553361,0.18869884,-2.81E+03,2.71E+04,0.71010786,1.40E+00,6
6.45E-01,2.67E+19,2.62E+19,5.24E+02,5.16E+02,5.90E+03,1.12E+18,0.025,0.18200545,0.18683071,-2.81E+03,2.70E+04,0.69556314,1.42E+00,6
6.50E-01,2.66E+19,2.61E+19,5.16E+02,5.08E+02,5.87E+03,1.13E+18,0.025,0.1786934,0.18492364,-2.80E+03,2.69E+04,0.68100333,1.44E+00,6
6.55E-01,2.65E+19,2.60E+19,5.08E+02,5.00E+02,5.83E+03,1.13E+18,0.025,0.17568937,0.1830767,-2.79E+03,2.67E+04,0.66690075,1.46E+00,6
6.60E-01,2.64E+19,2.58E+19,5.00E+02,4.92E+02,5.77E+03,1.14E+18,0.025,0.17284119,0.18113165,-2.77E+03,2.66E+04,0.65275258,1.48E+00,6
6.65E-01,2.63E+19,2.57E+19,4.93E+02,4.84E+02,5.75E+03,1.14E+18,0.025,0.17032166,0.17928274,-2.74E+03,2.64E+04,0.63887763,1.50E+00,6
6.70E-01,2.62E+19,2.56E+19,4.85E+02,4.76E+02,5.70E+03,1.15E+18,0.025,0.16792861,0.17730969,-2.70E+03,2.61E+04,0.62490785,1.52E+00,6
6.75E-01,2.62E+19,2.55E+19,4.78E+02,4.69E+02,5.66E+03,1.15E+18,0.025,0.16585763,0.1754102,-2.66E+03,2.59E+04,0.61125988,1.54E+00,6
6.80E-01,2.61E+19,2.54E+19,4.71E+02,4.61E+02,5.64E+03,1.16E+18,0.025,0.16398539,0.17346186,-2.60E+03,2.56E+04,0.59771562,1.56E+00,6
6.85E-01,2.60E+19,2.53E+19,4.63E+02,4.54E+02,5.60E+03,1.16E+18,0.025,0.16232571,0.17146443,-2.54E+03,2.53E+04,0.58412522,1.58E+00,6
6.90E-01,2.59E+19,2.52E+19,4.56E+02,4.46E+02,5.57E+03,1.16E+18,0.025,0.16084394,0.16937611,-2.47E+03,2.50E+04,0.57037657,1.60E+00,6
6.95E-01,2.58E+19,2.50E+19,4.49E+02,4.39E+02,5.54E+03,1.16E+18,0.025,0.15969416,0.16734698,-2.39E+03,2.46E+04,0.55708075,1.63E+00,6
7.00E-01,2.57E+19,2.49E+19,4.42E+02,4.32E+02,5.51E+03,1.16E+18,0.025,0.1586636,0.16514697,-2.30E+03,2.42E+04,0.54350144,1.65E+00,6
7.05E-01,2.56E+19,2.48E+19,4.35E+02,4.24E+02,5.49E+03,1.16E+18,0.025,0.15798274,0.16299377,-2.21E+03,2.38E+04,0.53029865,1.67E+00,6
7.10E-01,2.55E+19,2.47E+19,4.28E+02,4.17E+02,5.48E+03,1.15E+18,0.025,0.15757205,0.16078931,-2.11E+03,2.33E+04,0.51714891,1.70E+00,6
7.15E-01,2.54E+19,2.46E+19,4.21E+02,4.11E+02,5.47E+03,1.15E+18,0.025,0.15749152,0.15857231,-2.00E+03,2.29E+04,0.50420171,1.72E+00,6
7.20E-01,2.53E+19,2.44E+19,4.14E+02,4.04E+02,5.45E+03,1.14E+18,0.025,0.15768538,0.15625567,-1.88E+03,2.24E+04,0.49107835,1.75E+00,6
7.25E-01,2.51E+19,2.43E+19,4.07E+02,3.97E+02,5.44E+03,1.13E+18,0.025,0.15829758,0.15395442,-1.77E+03,2.19E+04,0.47828528,1.77E+00,6
7.30E-01,2.50E+19,2.42E+19,4.01E+02,3.91E+02,5.43E+03,1.11E+18,0.025,0.15918355,0.15149504,-1.64E+03,2.14E+04,0.46521831,1.80E+00,6
7.35E-01,2.49E+19,2.40E+19,3.94E+02,3.85E+02,5.42E+03,1.10E+18,0.025,0.16053402,0.14900758,-1.52E+03,2.09E+04,0.45232964,1.82E+00,6
7.40E-01,2.48E+19,2.39E+19,3.87E+02,3.79E+02,5.41E+03,1.08E+18,0.025,0.16230969,0.14642917,-1.39E+03,2.03E+04,0.43929517,1.85E+00,6
7.45E-01,2.47E+19,2.38E+19,3.81E+02,3.73E+02,5.41E+03,1.06E+18,0.025,0.16471216,0.14386003,-1.26E+03,1.98E+04,0.42652851,1.87E+00,6
7.50E-01,2.46E+19,2.36E+19,3.74E+02,3.68E+02,5.40E+03,1.04E+18,0.025,0.16768983,0.1411915,-1.13E+03,1.93E+04,0.41367844,1.90E+00,6
7.55E-01,2.44E+19,2.35E+19,3.67E+02,3.62E+02,5.39E+03,1.01E+18,0.025,0.17131288,0.13839685,-9.98E+02,1.87E+04,0.40075168,1.93E+00,6
7.60E-01,2.43E+19,2.33E+19,3.61E+02,3.57E+02,5.39E+03,9.77E+17,0.025,0.17585012,0.13560326,-8.66E+02,1.82E+04,0.388037,1.96E+00,6
7.65E-01,2.42E+19,2.32E+19,3.54E+02,3.52E+02,5.38E+03,9.42E+17,0.025,0.18139067,0.13274333,-7.34E+02,1.77E+04,0.37544566,1.98E+00,6
7.70E-01,2.40E+19,2.30E+19,3.48E+02,3.48E+02,5.38E+03,9.09E+17,0.025,0.18808384,0.1297848,-6.04E+02,1.71E+04,0.36280242,2.01E+00,6
7.75E-01,2.39E+19,2.29E+19,3.41E+02,3.43E+02,5.37E+03,8.94E+17,0.025,0.19623126,0.12676614,-4.76E+02,1.66E+04,0.35037911,2.04E+00,6
7.80E-01,2.38E+19,2.27E+19,3.35E+02,3.39E+02,5.37E+03,9.02E+17,0.025,0.20521978,0.12367221,-3.51E+02,1.61E+04,0.33817285,2.07E+00,6
7.85E-01,2.36E+19,2.26E+19,3.28E+02,3.35E+02,5.36E+03,9.28E+17,0.025,0.21463643,0.12051691,-2.29E+02,1.56E+04,0.32622573,2.10E+00,6
7.90E-01,2.35E+19,2.24E+19,3.22E+02,3.32E+02,5.36E+03,9.67E+17,0.025,0.22441776,0.11729476,-1.12E+02,1.51E+04,0.31452623,2.14E+00,6
7.95E-01,2.33E+19,2.22E+19,3.16E+02,3.29E+02,5.35E+03,1.01E+18,0.025,0.23442647,0.11400388,1.07E+00,1.46E+04,0.30306044,2.17E+00,6
8.00E-01,2.31E+19,2.20E+19,3.09E+02,3.25E+02,5.34E+03,1.06E+18,0.025,0.24465095,0.11069721,1.08E+02,1.42E+04,0.29194307,2.20E+00,6
8.05E-01,2.30E+19,2.19E+19,3.03E+02,3.22E+02,5.34E+03,1.11E+18,0.025,0.25475544,0.10731539,2.10E+02,1.38E+04,0.28098968,2.24E+00,6
8.10E-01,2.28E+19,2.17E+19,2.96E+02,3.20E+02,5.33E+03,1.15E+18,0.025,0.264635,0.10391346,3.04E+02,1.34E+04,0.27030706,2.27E+00,6
8.15E-01,2.26E+19,2.15E+19,2.90E+02,3.17E+02,5.32E+03,1.18E+18,0.025,0.27394944,0.100459,3.91E+02,1.30E+04,0.2598027,2.30E+00,6
8.20E-01,2.24E+19,2.13E+19,2.83E+02,3.14E+02,5.31E+03,1.20E+18,0.025,0.28236353,0.09696214,4.70E+02,1.26E+04,0.24943529,2.34E+00,6
8.25E-01,2.22E+19,2.11E+19,2.76E+02,3.12E+02,5.30E+03,1.22E+18,0.025,0.28997725,0.093572752,5.40E+02,1.23E+04,0.2396092,2.38E+00,6
8.30E-01,2.20E+19,2.09E+19,2.70E+02,3.09E+02,5.28E+03,1.22E+18,0.025,0.29565346,0.090043778,6.00E+02,1.20E+04,0.22961523,2.42E+00,6
8.35E-01,2.18E+19,2.07E+19,2.63E+02,3.07E+02,5.27E+03,1.22E+18,0.025,0.29979056,0.086602881,6.51E+02,1.18E+04,0.2200404,2.45E+00,6
8.40E-01,2.16E+19,2.05E+19,2.57E+02,3.05E+02,5.24E+03,1.22E+18,0.025,0.30166122,0.08313516,6.90E+02,1.16E+04,0.21055877,2.49E+00,6
8.45E-01,2.14E+19,2.03E+19,2.50E+02,3.03E+02,5.19E+03,1.21E+18,0.025,0.30132401,0.079729214,7.18E+02,1.14E+04,0.20135708,2.53E+00,6
8.50E-01,2.12E+19,2.01E+19,2.43E+02,3.01E+02,5.13E+03,1.19E+18,0.025,0.29850087,0.076341018,7.35E+02,1.13E+04,0.19228555,2.58E+00,6
8.55E-01,2.10E+19,1.98E+19,2.36E+02,2.98E+02,5.11E+03,1.17E+18,0.025,0.29330003,0.073022818,7.41E+02,1.12E+04,0.18345127,2.62E+00,6
8.60E-01,2.07E+19,1.96E+19,2.29E+02,2.96E+02,5.09E+03,1.15E+18,0.025,0.28576043,0.069749451,7.37E+02,1.12E+04,0.17475612,2.66E+00,6
8.65E-01,2.05E+19,1.94E+19,2.22E+02,2.94E+02,5.03E+03,1.12E+18,0.025,0.27637786,0.066599065,7.25E+02,1.11E+04,0.16643359,2.71E+00,6
8.70E-01,2.02E+19,1.91E+19,2.15E+02,2.92E+02,4.96E+03,1.09E+18,0.025,0.26494586,0.063462786,7.04E+02,1.11E+04,0.15815713,2.76E+00,6
8.75E-01,1.99E+19,1.89E+19,2.08E+02,2.90E+02,4.87E+03,1.06E+18,0.025,0.25229627,0.060452765,6.76E+02,1.11E+04,0.15020232,2.80E+00,6
8.80E-01,1.97E+19,1.86E+19,2.01E+02,2.87E+02,4.76E+03,1.03E+18,0.025,0.23862395,0.057532636,6.42E+02,1.12E+04,0.14244987,2.85E+00,5.94
8.85E-01,1.94E+19,1.83E+19,1.94E+02,2.85E+02,4.68E+03,9.95E+17,0.025,0.22426181,0.054695058,6.01E+02,1.12E+04,0.1348751,2.91E+00,5.94
8.90E-01,1.91E+19,1.81E+19,1.87E+02,2.82E+02,4.58E+03,9.63E+17,0.025,0.20985641,0.052019367,5.56E+02,1.13E+04,0.12766254,2.96E+00,5.94
8.95E-01,1.88E+19,1.78E+19,1.80E+02,2.79E+02,4.49E+03,9.32E+17,0.025,0.1949023,0.049310916,5.06E+02,1.14E+04,0.1203167,3.01E+00,5.92
9.00E-01,1.85E+19,1.75E+19,1.73E+02,2.76E+02,4.36E+03,9.01E+17,0.025,0.18059136,0.04680049,4.53E+02,1.14E+04,0.11340676,3.07E+00,5.9
9.05E-01,1.81E+19,1.72E+19,1.66E+02,2.73E+02,4.23E+03,8.71E+17,0.025,0.16686814,0.044440314,3.97E+02,1.15E+04,0.10680831,3.13E+00,5.87
9.10E-01,1.78E+19,1.69E+19,1.58E+02,2.70E+02,4.09E+03,8.42E+17,0.025,0.15370798,0.04218379,3.39E+02,1.16E+04,0.10040038,3.19E+00,5.83
9.15E-01,1.75E+19,1.65E+19,1.51E+02,2.67E+02,3.94E+03,8.13E+17,0.025,0.14130451,0.040061459,2.80E+02,1.17E+04,0.09425313,3.25E+00,5.79
9.20E-01,1.71E+19,1.62E+19,1.44E+02,2.63E+02,3.79E+03,7.85E+17,0.025,0.12942068,0.037987054,2.21E+02,1.17E+04,0.08816196,3.31E+00,5.74
9.25E-01,1.67E+19,1.59E+19,1.37E+02,2.59E+02,3.64E+03,7.57E+17,0.025,0.11816239,0.035979396,1.62E+02,1.18E+04,0.082181342,3.38E+00,5.68
9.30E-01,1.63E+19,1.55E+19,1.30E+02,2.55E+02,3.47E+03,7.29E+17,0.025,0.10739125,0.033984503,1.04E+02,1.18E+04,0.076204754,3.45E+00,5.61
9.35E-01,1.59E+19,1.51E+19,1.23E+02,2.50E+02,3.31E+03,7.03E+17,0.025,0.097250991,0.032042886,4.77E+01,1.18E+04,0.070338883,3.53E+00,5.54
9.40E-01,1.55E+19,1.47E+19,1.16E+02,2.46E+02,3.14E+03,6.76E+17,0.025,0.088173404,0.030302625,-5.57E+00,1.18E+04,0.064917713,3.60E+00,5.46
9.45E-01,1.51E+19,1.43E+19,1.10E+02,2.41E+02,2.97E+03,6.50E+17,0.025,0.08020363,0.028802879,-5.54E+01,1.18E+04,0.060018003,3.68E+00,5.37
9.50E-01,1.47E+19,1.39E+19,1.03E+02,2.35E+02,2.77E+03,6.25E+17,0.025,0.073109157,0.027487266,-1.01E+02,1.17E+04,0.055508628,3.77E+00,5.28
9.55E-01,1.42E+19,1.35E+19,9.67E+01,2.30E+02,2.59E+03,6.00E+17,0.025,0.066710554,0.026312594,-1.41E+02,1.16E+04,0.051294349,3.86E+00,5.18
9.60E-01,1.37E+19,1.30E+19,9.05E+01,2.23E+02,2.38E+03,5.75E+17,0.025,0.060289424,0.02500153,-1.76E+02,1.15E+04,0.046845187,3.96E+00,5.08
9.65E-01,1.32E+19,1.25E+19,8.45E+01,2.17E+02,2.15E+03,5.50E+17,0.025,0.053747337,0.023490687,-2.04E+02,1.13E+04,0.042113774,4.07E+00,4.97
9.70E-01,1.27E+19,1.20E+19,7.87E+01,2.10E+02,1.89E+03,5.26E+17,0.025,0.047353759,0.021870235,-2.25E+02,1.11E+04,0.037325475,4.18E+00,4.86
9.75E-01,1.22E+19,1.15E+19,7.30E+01,2.03E+02,1.60E+03,5.02E+17,0.025,0.04124308,0.02018708,-2.38E+02,1.09E+04,0.032621939,4.30E+00,4.75
9.80E-01,1.16E+19,1.09E+19,6.76E+01,1.95E+02,1.29E+03,4.78E+17,0.025,0.03565314,0.018555812,-2.41E+02,1.06E+04,0.028224137,4.52E+00,4.64
9.85E-01,1.10E+19,1.04E+19,6.25E+01,1.87E+02,9.53E+02,4.54E+17,0.025,0.0306393,0.01701863,-2.35E+02,1.02E+04,0.024206161,4.59E+00,4.53
9.90E-01,1.04E+19,9.76E+18,5.75E+01,1.78E+02,6.07E+02,4.31E+17,0.025,0.026232582,0.015616815,-2.19E+02,9.79E+03,0.020618035,4.71E+00,4.43
9.95E-01,9.73E+18,9.13E+18,5.28E+01,1.69E+02,2.46E+02,4.07E+17,0.025,0.022246271,0.014263497,-1.91E+02,9.31E+03,0.017333509,6.32E+00,4.33
1.00E+00,9.01E+18,8.46E+18,4.84E+01,1.60E+02,0.00E+00,3.84E+17,0.025,0.019184075,0.013281987,-1.52E+02,8.77E+03,0.014613268,9.20E+00,4.23
